Sentencias;label
In my view, this has come a long way from the days when the movie Wall Street and Gordon Gekko had a cell phone the size of a briefcase, and we now have 270 million Americans--18 percent of Americans--do not even have a land line.;N
And yet, while there have been some vast improvements with early termination fees and, having driven around my State this weekend, there are still huge problems with dropped calls and consumer knowledge about what they are buying and if it really works in the areas that they want to drive to or work in.;N
The complaint right now--and this is why we had this hearing--is just concerns about some of the prices right now.;N
You and I talked about this and how it used to be this model of development and innovation, and now it is lagging behind.;N
Now, of course, the question I really wanted to ask when Senator Schumer was here and we could pretend you were under oath--we could do this whole thing--was when he said that the credit card box that he--;N
But I chose not to do that, and because we have had such a nice and a positive hearing, we will not end that way.;N
Mr. Genachowski, thank you very, very much for your time here today and for making yourself available.;N
I know you visited with many of us, if not all of us, privately in our offices, and we appreciate that.;N
I also think something that others have alluded to is very true, and that is, this agency is extremely important and will really benefit from your leadership and your management style there.;D
If you guys would like to stay, you can, but if you would like to leave, that is completely up to you.;N
We are asking all the Senators who have follow-up questions to get those to us by 6 p.m. today.;N
And that is a good sign for you because that means we are going to try to expedite your confirmation as much as possible.;N
So thank you very much for your time, and I am going to call up the second panel, if the Committee does not have anything else.;N
As he is departing the table there, as Mr. McDowell is coming forward with his family, there is going to be a little bit of a change here.;N
Thank you, and I want to thank everybody for trying to do such a quick change there because we had a lot of people that had to come and go.;N
I must say that I hear very, very positive reviews on the things you have done there at the FCC, and I think you have been a very positive force there.;N
If you want to introduce your family and make your opening statement, that would be great.;N
Senator Pryor and Senator Hutchison and other Members of the Committee, thank you again for the opportunity to appear before you today.;N
Senator Smith was not able to be here, but he sent a question and asked me to put it to you.;N
His question is this: ``For those of us in Oregon have been trying to attract a baseball team for years, we're envious of the spans (ph) in cities that actually have a team.;N
``I am, however, becoming more concerned about a tactic that cable companies are using to limit viewership of local sports programming.;N
First Cablevision stopped broadcasting of Yankee games until they got a deal they wanted and then Comcast did the same did with the Philadelphia Phillies and in Washington, D.C., with the Nationals.'';N
This is Senator Smith's question, ``I understand the business negotiations can be tough, but blocking game broadcasts raise real concerns.;N
Coming from the private sector, I will first look to private-sector solutions to resolve issues such as that and I would prefer to see voluntary agreements between the parties at hand.;N
There may be ongoing proceedings or future proceedings at the Commission that could examine this.;N
I'm not exactly sure of the Commission's authority in those areas under Title VI, Section 628, for instance.;N
If the Commission can encourage a private-sector solution, I would look for such an avenue.;N
As I mentioned, we welcome Commissioner Adelstein to be with us today, but if you are already confirmed you both couldn't be here.;N
Are you familiar with some of the rules that have been adopted in the past concerning the activities of the Commission?;N
Are you familiar with that rule, particularly about how many Commissioners can be present at any one time at a public gathering?;N
I think we need some opinions on the Commission about what should be done to modernize your procedures so that you can function as a modern body.;N
There was a time in the past when Senator Goldwater and I decided that there were too many Commissioners and we asked the Congress to delete two.;N
Well, Senator, throughout my career I've learned that these issues are not necessarily, for the most part, partisan issues.;N
I have worked in a bipartisan manner as an advocate, and would continue to take that spirit to the Commission with me if confirmed.;N
I've served on statutory boards appointed by two Governors of Virginia that were bipartisan and worked well with folks of the other party, again, on issues that are historically not necessarily been partisan issues, for the most part.;N
You've had a substantial relationship with some of the communications interests and I note in your statement that you indicate that you do intend to very jealously apply the conflict of interest concepts and will disqualify yourself in any matter than you've had connection with before or any entity you've had before.;N
Well, I will certainly rely on the opinion of the Office of the General Counsel of the FCC and they do have a system in place and rules in place.;N
We have a Commissioner recently who came from the private sector, from a regulated company, who ended up only being recused from two particular matters, as I recall.;N
So I will consult with the Office of General Counsel on any matter where Comptel may have been a party or where Comptel's members may have been a party to make sure that there's not even the appearance of a conflict of interest.;N
My primary bailiwick at Comptel for the past 6 or 7 years has been the legislative and executive branch.;N
And my name has not appeared on a pleading in several years, nor have I been formulating or writing pleadings or been substantially involved in any pleadings before the Commission.;N
If they do, I would urge you to respond to them as rapidly as possible because we will also try to get this nomination on the Executive Session agenda for March 16.;N
What I will do now is turn it over to Senator Hutchison who has an appointment that she needs to get to.;N
Tonight I am going to be watching the University of Texas Longhorns in the college world series, and I am asking you right now to consider going to the University of Texas and playing baseball because I know you have a future.;N
I would like to ask you the same question that I also posed to Mr. Genachowski regarding the media ownership rule, the newspaper, broadcast, television station, FCC parameters, and ask if you think that it is time to look at those restrictions in a new light.;N
I said earlier that I have never liked having too much ownership in too few media outlets.;N
I do not think it is healthy, but so much has changed in the last five years, as you stated in your opening statement, and I think perhaps now with newspapers in such dire straits, that lifting some of those restrictions and letting broadcast and newspaper owners have the capability to bring their revenue up so that they can both stay in business.;N
We had an Armed Services Subcommittee hearing on which I am the Ranking Member, but I am glad to be able to welcome and congratulate Mr. McDowell on your reappointment.;N
I look forward to continuing to work with you upon your confirmation on a lot of issues, obviously, many of which have been touched on.;N
National broadband policy, applying indecency regulations--net neutrality has been mentioned--spectrum allocation are just a few of the issues that confront the Commission today.;N
I think the range of issues that you deal with, the importance of those issues cannot be overstated.;N
So it is a very important position, and I hope that we can continue to make some progress on some of these things.;N
I would say and I understand that you have already had a lot of, I am sure, very lively discussion about the fairness doctrine, but I hope the Commission can put a stake through the heart of that thing once and for all.;N
It will certainly reduce the number of amendments that we consider up here if we do not have to deal with the fairness doctrine amendments on appropriations bills.;N
But I do want to ask you about some of the national broadband policies because as you know, the FCC is required by the stimulus bill to develop a national broadband plan.;N
I know that there are grants and loan guarantees in the stimulus bill, but I am just curious as to what your thoughts are about deploying broadband to rural areas of the country.;N
Well, and I know that the Universal Service Fund tends to generate a considerable amount of controversy.;N
The only thing I guess I would ask of you is, as you take these issues on, that you take into consideration the impact on rural areas and making sure that rural areas and the frontier, so to speak, is not left behind.;N
I think there are just some wonderful applications of technology that are leading to incredible increases in productivity and job creation and everything else in our economy, but it is, obviously, going to be very important in my view as we move forward, that we do it in a way that takes into consideration some of the unique and particular needs that rural areas of the country have as well.;N
I want to congratulate Mr. McDowell, and as I said before, I look forward to working with you.;N
It is one of the things that the Chairman is very proud of because of its effectiveness in closing the digital divide.;N
When the Telecom Act of 1996 was passed, only 14 percent of the classrooms in the country and 5 percent of the classrooms in low-income communities had access to the Internet.;N
Thanks to the E-Rate program, today more than 90 percent of all classrooms have access to the Internet.;N
The question would be, do you support the E-Rate program as it is currently laid out in the statute?;N
And do you think that there should be any modifications, either changes or enhancements, to it, or do you think it ought to just stay as is?;N
Speaking of mergers and acquisitions, I know that is one of the things that the FCC does that is very important.;N
When you look at a merger or acquisition in a given industry, there could literally be billions of dollars at stake and there is a lot of capital investment, and you need to consider that aspect of it.;N
You also need to, obviously, look at the consumer and whether the consumer will benefit, but you also, I think, at least should look at the economic impact it will have on given communities because oftentimes when there is a merger or acquisition, one community is a big loser in that prospect.;N
So my question is just a general question, and that is, how do you balance all of those interests when you are looking at a merger or acquisition?;N
At some point soon--I do not know exactly when that nomination will come through the Senate, but it is our hope that we would move your nomination and his fairly quickly.;N
I do not know what all they are, but I know that some of these entities would like to have some finality before the end of the business quarter.;N
Are you going to try to sort of clear the decks now so that the new person does not have to deal with that?;N
We are going to try to wrap this up, but I know that Senator Warner wanted to be here, but because of some schedule changes today in the Senate, he could not.;N
But Senator Warner is a big proponent of yours, big supporter of yours, and he wanted to be here to introduce you.;N
Let me just remind all Senators and staff that we are going to try to have all written questions, follow-up questions in today by 6 o'clock.;N
As I understand it, between the two leaders on the Senate floor, there is no agreement yet on your nomination and the other FCC nomination, but I am sure that Chairman Rockefeller, Senator Hutchison, and others will try to get these packaged up and moved through as quickly as possible.;N
With that, I just want to thank you for your service on the Commission so far and what you have added to the Commission and to the process.;N
Sometimes it just takes about a year and a half to get confirmed, but that is part of public service, and you are doing good things for our country, and I appreciate that.;N
I am going to do three nominees and Frank, Senator Lautenberg, is going to do three of the nominees.;N
I want to thank Senator Lautenberg for chairing the panel and for his total commitment--he is sort of the founder or keeper of Amtrak.;N
I want to welcome Mr. Scott Quehl, who I just met, the President's nominee to be Chief Financial Officer and Assistant Secretary of Administration for the Department of Commerce.;N
If confirmed, you will be responsible for overseeing the Department's financial resources, human resources, and facilities.;N
With the Department's $17 billion budget, I am confident that your financial management experience will serve you well in carrying out these responsibilities.;D
I am also pleased to welcome Suresh Kumar, the President's nominee to be the Commerce Department's Assistant Secretary of Trade Promotion and Director General of the U.S. Foreign and Commercial Services.;N
Also, Mr. Philip Coyle has been nominated to be Associate Director for National Security and International Affairs in the Office of Science and Technology, OSTP, run by a very great man, indeed.;N
I hope, Mr. Coyle, that your nomination will serve to highlight the importance of science in an inescapably globally connected world.;N
I now will turn to Frank Lautenberg, Senator Lautenberg, for any comments he might have, and then we will have introductions.;N
In any event, first of all, let me say that when we see two distinguished Senators, as we have, at the witness table, we can be sure that the people that they are here to acknowledge and greet are well-trained and deserve the opportunity that they have been nominated for.;N
He is really well-qualified, and I want to support his nomination to serve on the Board of Amtrak.;D
The American people and our Nation's passenger rail system will be well served by having Tony on the board.;D
He is the Chairman of the New York/New Jersey Port Authority and has learned an awful lot about transportation and the needs for our region.;D
When I think about families who are making travel plans for the holidays, I also think about the kind of problems that one could have getting through in their means of travel.;N
When America has a vibrant and truly national passenger rail system, there will be fewer lines, fewer hassles and delays because our travelers will have more options.;N
And Mr. Chairman, without your help, it never would have passed, and I am grateful to you for that.;N
I know Tony can help make that law a success and help realize our vision of Amtrak becoming one of the premier passenger rail systems in the world, and I want it done in 5 years from now.;D
As Chairman of the Board for the Port Authority of New Jersey and New York, he has distinguished himself as one of the Nation's transportation experts.;D
With experience achieving those goals in the most densely packed region in the country, Amtrak can be a better-run and smarter operation than it has now, saving more money, carrying more passengers, and expanding service into new areas of the country.;N
And I know that our distinguished colleague Senator Hutchison is very much interested in rail service and promoting that.;N
While at the Port Authority, Tony led the adoption of a $29 billion capital plan that spans over 10 years.;D
The plan is going to help develop a new rail tunnel under the Hudson River, expand aviation facilities for our busy region, and rebuild the World Trade Center site.;N
And I was a Commissioner of the Port Authority before I came here, and I have got some sense of what it takes to manage this complex organization.;N
And with Tony Coscia on the Amtrak board, I think our confidence has been boosted that we can accomplish the goals that we would like.;N
I am also pleased to introduce another New Jerseyian, Suresh Kumar, a New Jersey resident who is President Obama's nominee to head the United States and Foreign Commercial Service at the Department of Commerce.;N
The Commerce Department and its Foreign Commercial Service play a critical role in getting America's goods and services overseas and creating new jobs here at home.;N
Especially in these difficult times, that job takes someone who understands government, understands business, and understands how the two can effectively work together.;N
Let me thank you and the Ranking Member for the opportunity to join Senator Lautenberg in joining in introducing Anthony Coscia as one of President Obama's nominees for the Amtrak Board of Directors.;N
And let me take the occasion to salute Senator Lautenberg's leadership on the Subcommittee on Surface Transportation.;N
There isn't a better, stronger, most effective advocate for mass transit in this country, particularly rail transit, than Senator Lautenberg.;D
And he has proven that over his time here in the U.S. Senate and has made the country better as a result of it.;D
I think there is a growing recognition that investing in passenger rail can strengthen our country in numerous ways--;N
creating jobs, reducing dependence on foreign oil, cleaning the air that we breathe and the climate our children and grandchildren will inherit--and I believe passenger rail is an absolutely essential part of solving our transportation challenges.;N
And I am glad that this Administration has taken numerous steps to signal its commitment to this issue, including spearheading a long-awaited high-speed rail network.;N
In short, now is the time to strengthen Amtrak and also provide it with firm leadership as it expands into a central component of our transportation future.;N
Tony Coscia is the right person at the right time to help lead Amtrak as a Member of its Board of Directors.;N
As Senator Lautenberg said, he has, since 2003, been the Chairman of the Board of Commissioners of the Port Authority of New York and New Jersey, where he oversees a nearly $7 billion annual budget while managing some of the most critical infrastructure facilities in the region and in the country.;D
Those include the PATH commuter railroad, five airports, four port facilities, six bridges and tunnels, and the World Trade Center.;N
As Chairman, he has worked diligently to ensure the safety and security of the Port Authority's facilities, improve the transportation networks between New York and New Jersey, and spearheaded the agency's new mass transit rail initiatives.;D
He, prior to this work, spent 11 years as Chairman of the New Jersey Economic Development Authority, where he worked to strengthen the Garden State's economic base and revitalize communities through job creation and retention.;D
Now I have worked closely with many people, Mr. Chairman, over the 37 years of my public service.;N
I have never seen someone who has the scope of intellect, breadth of experience, as well as someone who can bring people together in common cause to achieve a goal as Tony Coscia has.;D
And he has great management skills to add to that, as well as his commitment to improving the Nation's rail transportation center, as is evidenced by the latest, most significant project we are seeing in the country--a new mass transit tunnel leading between New York and New Jersey, about an $8 billion to $9 billion program that will move literally thousands and thousands of people successfully each and every day.;D
So given his proven leadership skills, I certainly am confident of what he can do for Amtrak.;D
I urge you, Mr. Chairman and the Committee, to expeditiously support his nomination, send it to the Senate for full confirmation, where I look forward to being able to support him on the floor.;N
Chairman Rockefeller, Ranking Member Hutchison, other members of the Committee, thank you for the opportunity to appear before you to introduce Bert DiClemente, one of the President's nominees for the Amtrak Board of Directors.;N
He served as a State Director in Delaware for then-Senator Joe Biden for 20 of those years.;D
So he has been a colleague, a trusted adviser to Joe Biden and to me, and a dear friend for a long, long time.;D
I can recommend him to the Committee strongly, unequivocally, and completely without reservation.;N
Bert was named for his father, who worked for railroads his entire career, including at Amtrak, from which he retired in 1976.;N
As long as I have known Bert, he has been passionately interested in railroads and Amtrak.;D
Equally as important, Bert has been intimately involved for almost every aspect of Amtrak for decades.;D
He has been involved with many Amtrak projects, the Amtrak shops, Amtrak management, Amtrak labor issues, especially Amtrak labor issues.;D
He knows Amtrak, and he knows its people--hundreds, if not thousands--its challenges, its strengths and weaknesses very, very well.;D
I can assure this Committee that he will take on these responsibilities with sincere dedication and purpose.;D
He will be an excellent leader and director on the Amtrak Board if the Senate chooses to confirm him, which I certainly hope it will.;D
"That would be Suresh Kumar, nominee to be Director of U.S. and Foreign Commercial Service; Philip Coyle, nominee to be Associate Director at the Office of Science and Technology Policy; and Mr. Scott Quehl, nominated to be Chief Financial Officer at the Department of Commerce.";N
Well, thank you, Mr. Chairman, and thank all of you for being willing to make the sacrifices to serve.;D
With respect to dual-use technologies, which is going to be a major part of your portfolio, that obviously can be used in military as well as commercial products and for purposes.;N
How can we promote American innovation without jeopardizing national security, when we are working with countries where there may be a security threat in the future?;N
We will look forward to hearing more as you are in the job about the measures that you are taking.;N
Well, that is so important, and I appreciate what you said because exporting does create jobs in America, and that is what we all want right now, of course.;N
I know that there are other things that you could be doing and have done where you could make a lot more money, and I appreciate your sacrifice, especially Mr. Quehl with a young family.;D
We have about $53 billion worth of trade a year, and we are very interested in Florida in getting these free trade agreements pursued by this Congress and the Administration, hopefully, pursuing them.;N
So I want to speak to you specifically about what role you will play, and will you be an advocate for the consideration of the Colombia, the Panama, and the Korea free trade agreements?;N
Your Commercial Service does a great job, and I have encountered them overseas in the embassies and how they are bringing in businesses.;D
But one thing that we have learned, Mr. Chairman, from previous hearings that we have had, is that not enough of our small business people know about the good work that you do in connecting them with foreign businesses.;N
So anything that you can do to be an educational conduit to small businesses--we have 1.9 million small businesses in Florida--we would really appreciate that.;N
I, too, want to thank our nominees for their public service in the past and willingness to do it in the future and the contributions that your families make, too.;N
I know that any time you enter into the realm of public service, it is a family commitment.;D
Harking back, I have got BRAC tattooed on my brain, like Senator Hutchison perhaps does, too, and I want to compliment you on the good judgment you exercised during the BRAC process, by the way.;N
I do want to piggyback on Senator LeMieux's question, though, and get a little more into this issue.;N
Maybe we would have a difference of opinion, but you have said, and I guess this is from testimony earlier this year in front of the House Armed Services Committee that--or that you wrote that, ``it is clear that the ground-based missile defense system and the U.S. missile defense system proposed for Europe require challenging and realistic testing before Congress and the Administration can determine if those systems can be operationally effective.'';N
Now what Admiral Mullen, Chairman of the Joint Staff, has said that--and this was in testimony before the Armed Services Committee--that ``I believe United States has a viable initial operational capability, that we are maturing the system toward a full operational capability.'';N
And then earlier this year, at a hearing before the Senate Armed Services Committee, Admiral Keating, who is the PACOM combatant commander, testified that he believed the United States had a high probability of intercepting an intercontinental ballistic missile aimed at the United States by North Korea.;N
And I guess the question I have is how do you reconcile sort of your view, assessment of the operational effectiveness of the ground-based missile defense system with the statements that are being made by some of our military leadership combatant commanders?;N
And in that testimony before the House Armed Services Committee, and this was earlier again this year, you wrote of the need to increase testing, which you just mentioned, for ballistic missile defense systems, including the ground-based mid-course defense system.;N
And yet the Missile Defense Agency Director, General O'Reilly, testified this year before Congress that the Missile Defense Agency was moving away from conducting two ground-based missile defense tests per year to one test every 9 months.;N
What is your view of this new, slower rate of testing, and do you assess that the Missile Defense Agency has the ability to conduct at least two ground-based missile defense flight tests per year?;N
We agreed, I should say, to a negotiating agenda at the U.N. conference on disarmament that commits the U.S. to a treaty on the prevention of an arms race in outer space.;N
I think we need to understand the scope of the impact that that kind of a treaty could have on our defense and U.S. defense programs.;N
And I would ask you--and you don't have to do this now, but if you could furnish this--to identify for the Committee those U.S. defense systems that currently are in the field or in development that might directly or indirectly be used to support an anti-satellite capability.;N
I know when there is a good show people linger on, but now we have substantially reduced the size of the crowd.;N
And this is a position that this will be considered in the final analysis the coup d'etat.;N
So, seriously, it is because Senator Rockefeller has had a problem with his leg, and so the chair is nice.;N
Anyway, on the serious side, I couldn't stay for the other panel, but I particularly was focused on this panel because it has so much relevance to the subject that sits right in front of us.;N
Particularly coming from our Northeast corner with the crowding and the desperate need that we have for getting, finding ways to reduce the traffic congestion and better environmental condition, less dependence on foreign oil and giving people a chance to know that, for the most part, they can arrive at their destinations on time, regardless of weather, and not having to go to an airport where they are competing for space with people going to lots of different places.;N
And we have seen some pretty good development at Amtrak over the years, and we are pleased to have the two of you who are seeking seats on the Amtrak board.;N
And Mr. Rosekind, you come with a lot of experience, and we need the kind of skills that you have developed on the reviews of what is happening on our National Transportation Safety Board to make sure that if accidents do happen, we learn enough to try to prevent them from happening in the future.;D
She is welcome here, and you might see something around here that you would like to have more contact with on a regular and permanent basis.;D
Senator Lautenberg, Chairman Rockefeller, Ranking Member Hutchison, and members of the Committee, I am honored to speak with you today and appreciate the opportunity to make a few comments about the NTSB and to address any questions that you may have.;N
First, I would like to thank President Obama for nominating me to be a Member of the National Transportation Safety Board.;N
Before I begin, please let me introduce some special people that are joining us today--my wife, Dr. Debra Babcock, who is a Pediatrician in the San Francisco Bay area, is joining us.;N
"And viewing in California are my son, Aaron; my daughter, Eve; my mother, Marilyn Rosekind; and my mother-in-law, Lila Babcock.";N
I also would like to thank the other colleagues and friends who have joined us today, especially those from the NTSB, including Chairman Hersman.;N
The primary mission of the NTSB is to enhance transportation safety, which touches everyone's life in some way and provides an invaluable contribution to the American people.;N
Global, around-the-clock transportation demands continue to increase, operations change to meet these demands, and technology rapidly advances.;N
Given these ongoing changes in the transportation system, it is critical that the NTSB continually evolves and enhances its knowledge, capabilities, and expertise.;N
Chairman Hersman has already provided a vision and initiated actions that acknowledge these issues.;N
She has challenged the men and women of the NTSB to ``raise the bar'' and specifically has identified transparency, accountability, and integrity as initial areas for action.;D
It is important to all Americans that the NTSB remains a leading edge resource in its never-ending responsibility to enhance transportation safety.;N
If confirmed, I look forward to collaboration with the NTSB's outstanding professionals to pursue every avenue possible to improve the agency's effectiveness and value.;N
The classic description of the NTSB is that it is the premier accident investigation and recommendation agency in the world.;N
For more than 40 years, this world-class reputation has been built upon the NTSB's hard work to reach meaningful outcomes and consistently exceed its mission objectives.;N
In my interactions with the NTSB over the past 15 years, it is clear that like any great institution, the men and women who comprise the agency's extraordinary staff are the core of its success.;N
Every day, these 400 professionals pursue their work and their passion to enhance transportation safety.;N
They understand the unique role of the NTSB as an independent and nonregulatory agency tasked with enhancing transportation safety through meticulous investigations, fact-based and thoughtful recommendations, and the strategic use of its other available tools.;N
The NTSB's success in achieving its mission is meaningful far beyond its findings and recommendations.;N
Its efforts translate into highly critical and personal terms, the opportunity to prevent injuries and save lives.;N
It is this objective that drives the men and women of the NTSB to pursue and achieve their mission.;N
Recently, the Board's professionals voted it as one of the best places in Government to work.;N
My own passion has been to study human fatigue and apply scientific knowledge to improve performance and safety in diverse settings, including all modes of transportation.;N
Clearly, over the years, the NTSB's findings and my professional endeavors have led us to the same conclusion--that effectively managing fatigue is a critical factor in human performance and transportation safety.;N
If confirmed, I pledge to President Obama, this Senate committee, Congress, the men and women of the NTSB, and, most importantly, the American people that I will contribute all of my energy, knowledge, and expertise to further enhance transportation safety.;N
If permitted to serve as a Member of the National Transportation Safety Board, it would be a tremendous professional and personal honor to contribute in any way possible to the vital mission of this invaluable agency.;N
Thank you, every one of you, for your excellent testimony and your wish to make a contribution.;N
Knowing what I do about the Amtrak nominees, I am convinced that you have the desire to make a difference.;N
I assume, Dr. Rosekind, with you, that as you described the value of the agency, that you are all committed to making a welcome contribution to how we function.;N
speed rail in France and Japan and Spain, the GAO found that these countries committed significant Government support for their high-speed rail system.;N
But we are different in this country, and every year, we have got a routine where you have to fight for just enough funds to keep Amtrak afloat.;N
This has been an area of great interest to me because of the deficiencies that exist for not having done it for so many years.;N
I think it is fairly easy to say that there would be a lot of difference in the congestion that we see in the other modes of travel if we had made the investments at a reasonable time and level.;N
I was struck by the fact that Germany at one point committed $70 billion over a 10-year period to build their high-speed system, and they got on with it and did it.;N
Government corporation, we had to beg and borrow, and I am not sure what the total commitment that has been made, but I think that over the years, it hasn't equaled $1 billion a year.;N
Now I don't want you to be put in a position at your introduction to the Senate that you are going to be asking for more money, but apart from your specific suggestion, your specific role in finding how we get these systems up and running that come close to matching those that are some of the most efficient high-speed systems in other countries?;N
The question asked really is kind of tongue-in-cheek because we have seen the things that can be done where the investments are made.;N
And if you look at what we spend on rail and look at what we spend to subsidize aviation, they are good investments.;N
Even with that, we are overwhelmed by the traffic needs in aviation, on highways, and rail is the most laggard of them all.;N
That is, since 1971, we have spent $33 billion on Amtrak, which is less, far less than a billion a year.;N
And we have got to be realistic about, unfortunately, how we are always competing for other needs in the country.;N
Foreign-owned manufacturers of passenger cars and high-speed rail equipment are very interested in competing for this new funding.;N
The revenues derived could be enormous and the opportunity for us to build and learn what to do to satisfy the interests that lie around the country for corridors that could so effectively use the equivalent of the Northeast Corridor, whether it is places out of Chicago that connect with St. Louis and Detroit or other cities around those, around Texas.;N
If you go out West, you know that California has been getting going on some high-speed corridors there.;N
I hope that we are going to demonstrate our seriousness by moving the projects that we have underway that relate directly not just to the Northeast Corridor, but any of the corridors that we might be able to encourage development.;N
Now I know that you have experience in the understanding of fatigue and what erratic sleep does.;D
I almost invited you to come over to my house, but the fact is that it is a serious problem.;N
Should they be mandated on all commercial vehicles, motor vehicles, do you think, to keep fatigued drivers, tired drivers off the road?;N
Earlier this year, Dr. Rosekind, Colgan Air Flight 3407 crashed in Buffalo and resulted in 50 fatalities.;N
The captain and first officer of the aircraft both commuted long distances from their homes to their operating base in Newark, sleeping very little before their scheduled shift.;N
Now has the airline industry done enough to ensure that commercial air pilots are well rested, not flying under fatigue conditions?;N
Yes, we also know that trainees are often--and this is not something that you can help with directly, except in your research when the occasion, unfortunately, requires it.;N
And there are very modest salaries in the early years, and as a consequence, their people are forced to take a second job.;N
Second job, and travelling long distances is a recipe for problems, and we don't want to see that happen.;N
I will conclude with one question more, Senator Hutchison, and that is to Mr. Coscia and Mr. DiClemente, about passenger rail being more energy efficient, and having fewer emissions than driving or flying.;N
But passenger rail still lags behind other modes in passenger miles, and Amtrak is operating at half its capacity.;N
Maybe this would be redundant because we have already discussed how can Amtrak increase its ridership?;N
Have you had a chance to think about that and get people attracted to going by train and out of their cars, and I say this hesitatingly, but out of the planes.;N
Because one of the things that will relieve congestion in the sky is making room for passengers who will take the train and thereby permit us to operate more efficiently with air schedules.;N
I have been a strong supporter of Amtrak, and it is a partnership that is based on the national concept.;N
And I want to ask the two nominees for Amtrak if you are committed to keeping the national system besides the Northeast Corridor, which is the system that has gotten the most of the resources, and the track is owned by Amtrak.;N
But the rest of the country I think also must keep this infrastructure if we are going to have a truly national system, which I think is important for us.;N
And I think now that more states are looking at options for rail, that it would provide us the opportunity to have rail that comes into and out of the Amtrak stations and providing better ridership and better service.;N
I know Mr. Rosekind's area of expertise is fatigue, and I know that you asked questions about that area.;D
So I won't ask questions of Mr. Rosekind, but appreciate very much your nomination and look forward to working with all of you.;N
I know your interest in this work over these years, and you will continue doing that whatever your capacity is.;N
I welcome everyone to this meeting of the Committee on Commerce, Science and Transportation, and specifically to the nomination hearing of Dr. Carl Wieman, to be Associate Director for Science of the Office of Science and Technology Policy.;N
So what we'll do is we'll leave the record open for a few days for those Senators who would like to submit questions.;N
The OSTP can have up to four Presidentially-appointed, Senate-confirmed associate directors.;N
If confirmed, Dr. Wieman will be responsible for coordinating, monitoring, and advising on national research priorities and inter-agency programs within OSTP's portfolio.;N
According to OSTP Director Dr. Holdren, the Associate Director for Science will oversee STEM education activities and he will act as an expert adviser to the OSTP Director.;N
The advisers offer timely technical counsel to the President and his senior staff on significant policy matters.;N
Staff members inform good policy through sound science and coordinate among science and technology-related agencies.;N
Finally, the OSTP strives to make sure Americans' financial investments make the best possible contribution to our collective prosperity, public health, national security, and environmental quality.;N
Mr. Chairman, thank you for giving me an opportunity to add additional comments to the wonderful introduction you just made of Dr. Wieman.;N
I've known Carl for a number of years through his work as a Professor of Physics and a Presidential Teaching Scholar at the University of Colorado.;N
He is, as you pointed out, the President's nominee to be the Associate Director for Science at the White House Office of Science and Technology Policy.;N
I'm deeply pleased that President Obama recognizes the talent and creativity that Carl will bring to our discussions on science and in particular STEM education.;N
You mentioned that Dr. Wieman won the 2001 Nobel Prize in Physics for producing a new state of matter called the Bose-Einstein condensate.;D
I once asked him, can you see it, and you should maybe perhaps ask him that during his testimony.;N
I also know in front of the Committee recently you had two Apollo astronauts, including the first human to walk on the Moon, Neil Armstrong, who's an iconic figure to all of us.;N
While no doubt this is a remarkable achievement, I would note that 12 men have walked on the Moon.;N
Interestingly enough, Carl's Nobel Prize-winning work built upon earlier work in laser cooling by the other Nobel Prize winner in President Obama's Administration, Secretary of Energy, Steven Chu.;D
While Dr. Wieman is most famous for winning the Nobel Prize, it is his commitment to teaching science to others that is Carl's most remarkable quality in my eyes.;D
He's currently the Director of the Carl Wieman Science Education Initiative and, as you mentioned, still spends part of his time at the University of Colorado leading the science education initiative that he founded.;D
He was a founding Chair of the National Academy of Sciences Board on Science Education and he has won many accolades for his teaching.;D
I want to make sure we don't let this witness leave without asking him some tough questions.;N
Senator Udall, I have a few questions and I'll turn it over to you, and I may clean up unless you want to do a second round.;N
But let me ask a question, and it may be the same question or it may be two different questions, but just for our background on the Subcommittee: Would you describe your research on atomic physics and laser spectroscopy and-or--;N
It's very good to have you here today, Dr. Wieman, and we look forward to your work in the executive branch, especially in the teaching area.;D
As a researcher, you relied on the NIST facility in Boulder, Colorado, to help achieve a scientific breakthrough that led to your joint Nobel Prize.;D
NIST and our national laboratories contribute much to science and apply some of the brightest minds in the country to some of the most significant challenges facing our Nation, from fighting terrorism to achieving energy independence.;N
The national labs I think are really crown jewels in our country's research infrastructure.;N
As Associate Director for Science, how would you employ the diverse knowledge and work of the national labs in your efforts to improve our Nation's competitiveness and maintain our leadership in scientific research?;N
We have two of the great national laboratories in New Mexico, Los Alamos National Laboratory and Sandia National Laboratory, that do a lot of the work that I talked about in terms of energy independence, helping the warrior out in the field, and a variety of other things.;N
Let me ask you a little bit about education because I know that's what you really want to focus on.;N
You note in your testimony that you attended a tiny rural school in western Oregon and relied on a public library in a nearby town to supplement your education.;D
My home State of New Mexico also faces significant challenges when it comes to rural schools and especially schools on tribal lands.;N
Do you have any thoughts on what efforts have been successful to overcome these challenges to teaching science in rural schools?;N
Do you have any recommendations for how better broadband connectivity or access to other technologies might put students in rural schools on a more even footing with their peers in metropolitan areas?;N
And also, I talked to you before the hearing about how you've developed techniques and protocols, I think, to teach science to children, and I'm interested in what are those protocols and how do you approach it, and especially dealing with disadvantaged students.;D
According to this year's Science and Engineering Indicators Report of the National Science Board, although America continues to lead in science and engineering, Asian countries are closing the gap through significantly increased investments in science and engineering, business investment, and education and infrastructure.;N
How will you apply your knowledge in an attempt to redirect America's course and get us going in the right direction again?;N
