sentence	label
He also was a founder of the Natural Resources Defense Council, where his work earnehim respect anappreciation from California's environmental movement.	D
He's been president of the California Public Utilities Commission anhe even serveas a director of Boeing, dipping his toe into the nation's military-industrial complex.	D
Anthat's why I say--my editorial--I hope everybody follows this in politics, whether you're a Republican, a Democrat, or an independent, because John is the rare nominee to present himself to Congress with endorsements from the Chamber, military suppliers, anthe nation's leading environmental organizations.	D
If ever there was a time for someone who can bring us all together, this is that moment in history.	N
Tom Donohue of the Chamber said, Mr. Bryson's ``extensive knowledge of the private sector anyears of experience successfully running a major company'' makes him qualified.	D
The Business Roundtable calleMr. Bryson, quote, ``A proven, well-respecteexecutive who will bring his private sector experience to the Commerce Department's broaportfolio that includes technology, trade, intellectual property, anexports, which will be crucial to expanding the economy ancreating jobs.''	D
I notein your opening statement, John, that you talkeabout your work with colleagues in founding the NRDC, anit was before RicharNixon signethe Clean Air Act anthe Clean Water Act anthe rivers were on fire at that time.	D
AnI want to thank you for that, because I finmyself quoting RicharNixon quite a lot on the floor of the U.S. Senate these days, as there are moves to repeal this or that part of our landmark laws.	N
AnI'm just thrillewith the nomination, anI thank you for the honor of being able to speak today.	N
Mr. Chairman, I ask unanimous consent that a full opening text be placein the recoras if reain full.	N
AnI ask that a letter to you, Mr. Chairman, from Congressman Tierney anCongressman Frank, regarding Massachusetts fisheries, be made part of the record.	N
We share a mutual friend, DaviRadcliffe, who tolme yesterday at breakfast to tell you hello again, so I want to be sure ansenthat along.	N
AnI hear the admonition louanclear, but I'm tempteto make one other admonition to all of us.	N
Anthis gentleman was on the Boarof Directors of the Boeing Company, which right now is in the middle of a major controversy brought about by the NLRB when it's about to open a plant that's going to hire 1,000 Americans.	D
So I think it's fair to ask civility on both sides of the issue of jobs, civility on the part of the regulators to not continually be on the backs of employers at a time we don't neeit, ancivility on our part to expedite the movement of America to more trade, more commerce, anmore prosperity.	N
AnI'like to echo Senator Toomey's comments about trade anlook forwarto hearing Mr. Bryson's observations about what we do to trade.	D
I haa chance to see the U.S. Trade Representative, Ron Kirk the other night, anI'm hopeful, as he is, that we'll see the current trade agreements come to the Congress, anwe'll see an active effort to be sure that we open trade opportunities to Americans.	N
I think that we're going to lose a real opportunity in this country if we don't pursue a competitive agenda for America.	N
Some of it is under your agency, but some of it simply shoulcome with the neeto have someone that brings agencies together anfocuses on moving our country forwarcompetitively.	N
Anthe things we talkeabout, workforce readiness so that we have people actually getting degrees angetting trainein jobs where we neethem.	N
Obviously, that's working with the Department of Education, but when they can't fina welder in southern Minnesota to work at agriculture equipment places that are trying to finhighly paiemployees, we've got a problem.	N
Small anmedium-sizebusinesses with exports, helping them to have the kinof resources that they need, which can be very small investment for the big gain they get.	N
Working with the State Department so that our large businesses are better able to get contracts anget assistance from our agencies another countries, in order to follow through on the President's pledge to double exports.	N
The rules anregulations, which some of my colleagues have referenced--we no longer are competing in a vacuum in this country.	N
Our businesses are competing against companies in other countries that have different rules anregulations.	N
Anthen one specific area that the Commerce Department has direct jurisdiction over, where I think it's not just the low-	N
We talkeabout the fact that we have lost 16 percent of the international tourism business in this country.	N
It's not about the economy, as the leading Republican on our committee, Senator Blunt, knows.	N
India takes 93 days average to get a visa from Shanghai to come to America, anit takes only 10 days to go to Great Britain.	N
Every one of these foreign tourists spends an average of $5,000 when they come to this country.	N
So if we want to meet the President's goal ando something about jobs in this country, I'start right on day one saying let's work to change this visa policy, not to change the security, just to get the consulate officers out there that generate $1 million in fees a person.	N
It's just about trying as haras we can to make this country competitive with what we have.	N
AnI know it's a lot that I've laiout here, but I truly believe that's where we neeto go as a country with the Commerce Secretary.	N
Look, I don't want to make a big deal about this, but I have Senator Snowe anthen Senator DeMint.	N
I appreciate your willingness to serve, anI really have no question about your credentials.	D
My question is about the environment you'll be working in, anwhether or not you'll have the courage to speak up against some of the most anti- business policies I think we've ever seen in our country.	N
As Senator Isakson already mentioned, the National Labor Relations Board, the Acting General Counsel, who has been appointeby Obama to be the General Counsel, has accuseyou as well as Bill Daley, Chief of Staff for the President, of breaking the law.	N
They're forcing a major American company to spenmillions of dollars anput thousands of jobs on holfor what is an unprecedenteviolation of a company's ability to locate an expansion facility anywhere they want.	N
As Senator Toomey has said, there's a lot of rhetoric about free trade, but when the agreements are supposeto be sent over, they're not sent over, anone excuse after another.	N
Thousands of jobs, probably billions of dollars of investment, are being sidetrackein the telecommunications business, because the FCC is violating Congressional direction ancourt orders to move aheaanregulate the Internet in a way that makes investors hesitant.	N
With the EPA, it's just amazing, hearing from the companies that come through my office, whether they're in manufacturing or utilities or mining, the absurregulations angray areas that are being created.	N
Of course, banks are afraito make loans, because of the regulators hanging over their shoulders.	N
I woulnot be Commerce Secretary in an Administration that has taken all these positions.	N
One thing the Constitution says is that the Federal Government shoulfacilitate interstate commerce.	N
Obviously, these are two important positions, anI, too, hathe opportunity anthe pleasure yesterday to meet with the nominee, Mr. Bryson, as Secretary of Commerce.	N
Anof course, I know Mr. Garcia from his days as Assistant Secretary of Commerce for Oceans anAtmosphere, as well as deputy administrator to NOAA.	D
There's no doubt Mr. Bryson has a very extensive backgrounin the corporate arena, as CEO of Edison International.	D
AnI do believe that he has an appreciation for the paramount value of job creation in the private sector, anthat it's absolutely a prerequisite to our economic well-being, ancentral to revitalizing the economic conditions of this country.	D
I also want to echo what Senator Kerry saiwith respect to Mr. Garcia, because I think it's important for the fisheries industry to make sure that we're not imposing burdensome regulations on an industry that is struggling to survive.	N
We have to design regulations that are important to the fishing communities anto the fishermen as well as to rebuilding the species.	N
Mr. Bryson, Mr. Garcia, do you still want this job after-- Let me just say, I really didn't have opening comments, so I'll just be very brief anjust say that, one, I'm looking forwarto working with both of you, but especially from Alaska's perspective, as we're very prouof our fisheries.	N
They're sustainable, they're growing, they're a huge export opportunity for this country through wise management ancooperation anwork with the Commerce Department over the years.	N
Even though we've haour friction at times with NOAA anthe Commerce Department, we have createan incredible opportunity in a sense of fisheries, from our perspective in Alaska, which now manages 60 percent of the live catch of this country.	N
Anso we think we have examples anexpertise that can be sharearounthe country on how to maximize the fishery opportunities that are not as great in certain parts of the country.	N
Also, Alaska is a net exporter, $4.2 billion in commodities last year, up almost 30 percent.	N
But at the same time, we survive on our own, in a lot of ways, in the sense of our export opportunities.	N
Ana lot of the work you do anyou will do as dealing with fisheries, tourism, export, international trade, that's a lot of Alaska.	N
It was a decade of neglect by many people throughout Congress anthroughout this country.	N
I think that's the stress point that everyone has here, that jobs are the most important piece of the equation.	N
So how you take it to the next level is going to be critical, because we have createjobs.	N
They may not be as robust as we woullike, but we're at the great recession, which is the equivalent, if we missea couple notches in 2009, it would've been the Great Depression.	N
But now we have to take it to the next level, anI think that's what we're looking for anlooking towaryou to do, as well as others of the President's economic Cabinet, because with your work, it's going to help to determine a long-term future.	N
I just gave you statistics from a state that understands what it's like to not just work within our borders but globally anunderstands that there is business beyonour borders, ansometimes you have to just bite the bullet anget moving.	N
AnI think your business experience is going to be critical, anI think you have a bureaucratic system over there.	D
AnNOAA plays a role in making sure that we move forwarin oil angas exploration in the Arctic anwhat can be done there in the most environmentally sounway, but recognize that it's a critical piece of our commerce in the future.	N
Two, get in there with a very positive attitude, because where we are today anwhere we were 2 years ago is day annight.	N
But we have a lot of opportunity aheaof us, anyou're going to be part of that equation.	N
AnI want to thank you for your public service anyour willingness to serve, anI look forwarto hearing from the witness.	D
We've got to have that voice to get back the $2.5 trillion just sitting on balance sheets, to give them the confidence to get reinvestein our country.	N
I personally believe the single biggest job creation entity, bigger than anything the Commerce Department or, candidly, anything we will do here, woulbe putting a long-	N
Anfor an Administration that has been criticized, not always appropriately, of not having enough people with senior business experience at the top level, my hope is that you will get this job anbe that advocate for the private sector, be that advocate for the business community, recognize that we've got to reaa balance sheet anget our nation's balance sheet back in order, anget this job engine that has improvekickeinto high gear.	N
Mr. Chairman, I will follow in the footsteps of my senior Senator from Arkansas ango aheaanyielback my time, in the interests of getting the rest of the hearing going.	N
Thank you, Mr. Chairman anSenator Hutchison, for holding today's hearing to consider these two nominations.	N
It's been nearly a year since Treasury Secretary Tim Geithner publishean op-ein the New York Times entitled, ``Welcome to the Recovery,'' an op-ethat in retrospect seems to have been a flaweprediction, to put it mildly.	N
The economy shoulbe roaring back by now, but insteait's still struggling, anthe unemployment rate is 9.1 percent as of June 3.	N
Anhas already been noteby some of my colleagues, excessive corporate taxes anneedless regulations are preventing the creation of jobs anseverely limiting economic growth in the country.	N
With all of these problems, it is important--critically important, actually--that we have a Secretary of Commerce who has a strong recorof accomplishment in creating jobs in the private sector, someone who knows the challenges anhow to overcome the barriers the private sector faces in creating jobs.	N
Anthere are aspects of Mr. Bryson's recorthat I think are very impressive in some circles.	N
There are some concerns I have, including his support for the job-killing cap-and-trade proposal.	N
Anso, you know, I'm anxious to hear from him about the steps that he thinks we neeto be taking to get the country back on track anget the economy back on track.	N
But I will just simply echo what my colleagues have said, Mr. Chairman, anreiterate, the Commerce Secretary has got to be a strong advocate for trade anopen markets for America's farmers anmanufacturers.	N
AnI signea letter, along with I think most of my Republican colleagues, to Majority Leader Reiback in March, stating that we woulwithholsupport for trade-relatenominees, including Commerce Secretary, until the Administration submits the pending free trade agreements to Congress for their consideration.	N
It's been over 3 months since that letter was sent, anthe Administration has still not committeto a specific timetable for implementing those agreements.	N
AnI believe I speak for a goonumber of those in our caucus when I say that it's going to be difficult for Republicans to support Mr. Bryson's nomination until the Administration submits those free trade agreements.	N
They are vital, vital to farmers anranchers in my state, anvital to our economic recovery.	N
Anjust to put a fine point on that, in 2008, the market share that we hain Colombia of corn, wheat, ansoybeans was 81 percent.	N
The vacuum has been filleby other countries who continue to sign bilateral trade agreements with these three countries.	N
AnI appreciate both Mr. Bryson anMr. Garcia being here today anlook forwarto hearing their testimony anthe steps they intento get the economy back on track.	N
Well, first let me say that I am pleasethat the nominee for Commerce Secretary has habusiness experience, anI think the President needs more people arounhim with business experience, anyou fulfill that role.	D
AnI do hope that what you saiin your opening statement, which is that you will be a cheerleader anadvocate for the regulatory reform that we all agree needs to be done, but which, frankly, has not been done so far, you will fill that role.	N
Now, along the lines of what the Chairman has started, with the coal industry, I have concerns about some of the things you have sairegarding energy regulations.	N
Anin a speech where you came out for cap-and-trade legislation, you saithat it is a tax, anthat regulations that penalize energy producers for producing more energy than needeby the government were the best way to reduce energy consumption angreenhouse gases.	N
So, the question is, having talketo so many business people, anthe cost of energy being one of their toughest issues anone of their biggest concerns, are you anti-energy?	N
Are you for taxing energy--raising the cost, anletting that have the effect of hurting our businesses, while gaining the purporteresult of having more investment in other forms of energy?	N
Do you think the corporate tax rate in America, being the seconhighest on the globe, is too high?	N
Anare you going to advocate for lowering the corporate tax rate to make us more competitive, including energy industries?	N
Do you think the stretch that the NLRB is making to try to keep Boeing from choosing where it manufactures its products is the overreach of regulation?	N
AnI hope that, because of your experience, not only doing what's right for jobs in America, but also unabashedly representing the shareholders, for whom you hola trust, that you will speak out against that kinof overreach that is unprecedented, really.	D
AnI hope when you're confirmethat you will take that on as the spokesman for business ancommerce in our country, that we've got to stop this.	N
Anif you will be the spokesman that you have saiyou will be, this shoulbe Exhibit A.	N
Senator Lautenberg.--the inference that it's rule anregulation that are killing business, is baloney, you'll forgive me.	N
Anthe company that you were associatewith, the Edison Electric, the company I was associatewith, you're going to have 42,000 employees, I think it is, the number in Commerce.	N
The company I startewith--two guys, four working people, now has 45,000 employees that--we workefrom scratch, anwe built an incredible company, with the best recorfor growth of any company in America--10 percent or better.	N
So, I submit to you--a little more confidence in your experience anyour ability, anan ability to make decisions.	D
When you're here, you're sitting before a jury, anyou have to present those things that you think are going to help grow our commercial opportunities at home anabroad.	N
So, I woullook to you to be able to stir up your belief in things, anget the job done.	N
And, if you were to be able to get this job, to lanthis one, then you will have made a great contribution to America's well-being.	N
We know that changes in ocean chemistry causeby carbon dioxide will affect our foosupply, the health of our oceans.	N
Now, I wrote a provision that became law in 2009 requiring NOAA to leaan interagency effort to study the effects of ocean acidification.	N
Woulyou say here that you're going to continue the administration's commitment to a better understanding in addressing this growing point resulting from a change in temperatures--or whatever the causes are--but, to make sure that we try to restructure these things so that we don't lose the opportunity that comes from an ocean that's pure, that has coral alive, that is a place where fish ansea life gets its growing strength?	N
And, with coral out of existence, the fish anthe other sea life doesn't have a chance to fina place to propagate andevelop.	N
And, I certainly respect anappreciate what both of you have done--what you've done a National Geographic; anwhat you've done in your career, Mr. Bryson.	D
Anit goes well beyonenergy executive, because of the boards you've serveon anall the other things you've done.	D
I have, he's made a lot more business decisions than I have, anI have a lot of respect for him.	D
Were you, you were on the boarwhen they made the decision to locate the new facility in South Carolina, then?	N
I think it, the message to everybody--you know, I'm from Missouri, where we have a lot of Boeing employees.	N
But, I think one of the messages here is, if you're in a right-to-work state, or you're coming to the UniteStates for the first time, until this is settled, that may be one reason not to come to Missouri, because you can't move, you can't put your seconlocation somewhere that's not part of that first location in a non-right-to-work state.	N
I just think this is one of the areas where a Secretary of Commerce--if you're not fighting this attitude in any administration, nobody is.	N
Whether it's in regulatory efforts, or the taxing efforts, or what the utility bill might be, all of those become reasons not to take a risk.	N
It's a lot easier to not put your money on the table to see if you can lose it, than it is to put it on the table ansee if you can lose it.	N
Anwhether it's the EPA or--I agree with Senator Hutchison, that the, this NLRB rule is something that, if somehow the Congress wanteto enact this as a new national standard, that's one thing--anI wouldn't be for it--but, to have these rulemaking agencies think they can make these big stretches into new areas of law is a real concern.	N
Anit stands against the number one priority of the government of the country today, which shoulbe private sector job creation.	N
And, I mean, as a member of that board, do you have particular concerns about how that decision by your board, well taken anwell entereinto, has createthis new set of problems?	N
Anyou know how a little difference makes the difference in whether you make the decision or not.	N
And, in my view, the advocacy of the risk-rewarphilosophy of capitalism is a key job of the Secretary of Commerce.	N
If you don't understanrisk-reward, andon't respect it as a driving component of growing the economy, the economy doesn't grow.	N
AnI think that's a lot of what we're seeing right now, is, this lack of certainty creates incredible hesitancy, which means nobody takes a chance.	N
If nobody takes a chance, other people don't get an opportunity that that chance woulhave providefor them.	N
I am concerneabout a sense that the California model is the right utility model for us to follow.	N
not only they don't make us competitive, they drive these jobs to countries that care a whole lot less about what comes out of the smokestack than we do.	N
Anso, the overall goal, environmental goal, is actually set back, insteaof moveforward, by policies that drive jobs from our country to other countries.	N
Let's go back to what I was discussing earlier, because I think it is so paramount in focusing on job creation.	N
Anin fact, yesterday I was trying to describe an initiative that I haofferetwo ana half years ago, to your predecessor, which was to have a job creation coordinator because of the disparate organizations anstructures within the Commerce Department, to centralize the focus anbring everybody forwarin a coordinated, synchronizefashion.	N
When I look at the overall picture of what the Commerce mission is, anwhat the reality is of the economy today, they're totally misaligned.	N
In fact, we are at a point where, since January of 2009 unemployment has fallen below 9 percent for 5 months only.	N
I mean, we know what we have to create--285,000 jobs a month in the next 5 years to get back to pre-recession levels of 2007.	N
If you look at your mission to strengthen the international economic position of the UniteStates, less that 1 percent of U.S. businesses engage in exporting.	N
If you look at your mission to promote aggressive business policies that help America's businesses anentrepreneurs, we talk about the cost of regulations for small employers.	N
A March 2011 report by the Manufacturing Institute on education reform saiat the height of the recession, 32 percent of manufacturers reportethey hajobs going unfilled.	N
Back in 1981, when we first passethe Research anDevelopment Tax Credit bill--anI was in the House at that time--the UniteStates of America hathe most generous tax treatment for research among all of the countries in the Organization for Economic Cooperation anDevelopment, the OECD.	N
That's why you have an opportunity to do something so important for the President, anmost especially, for the country, anusing the resources of your Department to bring it forward.	N
As Ranking Member of the Small Business Committee, I cannot underscore enough the difficulty anthe barriers that regulations present to small businesses anlarge businesses alike.	N
I have talketo businesses of all sizes, all across America and, of course, including my own in Maine.	N
When people say it doesn't matter--because I've arguethis issue on the Floor, anthere's a lot of resistance to the notion of regulatory reform.	N
Just in this state of California, regulations--just on the state level--cost $177 billion a year, or $493 billion, if you count the indirect costs.	N
Anthink about the onerous burden that presents to businesses of all sizes across this country.	N
That's why I hope you will use your voice anthe force of the office on the whole issue of regulations, anto the President.	N
So, there's no one person in the offices of the Commerce Department who is taskewith analyzing anassessing the impact overall of these regulations on businesses.	N
So, I woulurge you to consider that, anto make sure that you drive that initiative, because it's so critically important.	N
AnI applauyou, because I think that is going to be really important at a time that that voice needs to be hearhere at the Federal level, anmost especially, from the department that you will represent.	N
Anit's, anall my other concerns have been outlinehere today in the questions anin the opening statements.	N
But, just briefly, again, I hope something you will focus on, both of you will focus on, anthat is the issue of our broken visa process that we have here in the country.	N
We can't be the only country in the worlthat doesn't have them andoesn't enforce them.	N
On the other hand, it's important to note that our broken visa process is hurting our economy in multiple ways.	N
Certainly, folks in the tourism industry will tell you that our market share in tourism is suffering from the inability to get folks to come here.	N
I think people in business will tell you they're struggling to get buyers into their trade shows or into their warehouses anplaces of interest.	N
Entrepreneurial--anwe shoulbe looking anactively searching for ways to bring entrepreneurs to this country to invest ancreate countries--	N
Certainly, folks in your home state, in California anin other places, will tell you that in the high-	N
So, certainly, we have some deficiencies in the visa programs that I hope can be addressefrom a pro-business perspective.	N
AnI hope that both of you will make that a priority in your time that--we discussethat.	N
We have many workers that I think couldo better if they were focusemore on retraining in technical colleges anthose kinds of things.	N
AnI think that our education system needs to adjust to this new economy, where it's not just your grandpa's Vo-Tech anymore, that, actually, people who are getting 2-year degrees are doing incredibly better than some people that are getting 4-year degrees.	N
And, that our high schools shoulbe working better with the technical schools in terms of that focus.	N
Coulyou comment on that, anhow the Department of Commerce coulhelp workers learn new skills when they get laioff, or there are less jobs in the industry that they're in?	N
The, I have founthat in certain areas of our state, like northern Minnesota--beautiful resort areas--they're at a competitive disadvantage, because the resorts in Canada have more Internet access.	N
So, of course, people are booking there insteaof going to GranMoray, or some of the beautiful communities on the north shore.	N
And, coulyou just briefly talk--I know Senator Kerry has to get to the vote--about your commitment to the broadbanexpansion in this country?	N
I've been watching on the--but I suppose, since you're going to be the deputy, you can just say ``ditto'' to everything.	N
I've been listening, actually, back in my office, anI heara number of my colleagues, particularly, secretary--	N
secretary--Senator Blunt ansome others refer to tax rates, anto the lack of certainty.	N
AnI woulsay to my friends on the other side of the isle--there's nobody here now, obviously, anyou don't have to answer this--but, it woulhelp a lot to provide certainty if we coulget a little less ideological rigidity, anget an agreement on the budget fast.	N
Anthe idea of turning our heads on the experts' predictions that we neeto get something like $4 trillion of savings--about $3 trillion out of policy an$1 trillion out of debt--anthat everything they're talking about now fall shy of that, the idea that anybody's living up to a responsible challenge here, without revenue, is simply absurd.	N
But, I will say, as my colleagues talk about certainty--the certainty we coulsento the marketplace if we got a deal that was reasonable anrational, as we diunder President Reagan.	N
When President Reagan, for whom Defense cuts were an anathema, agreeto have 50 percent of the sequestration come out of Defense, an50 percent came out of entitlements andomestic discretionary.	N
What we're doing here, arounhere, right now is simply not rational, anI wish our colleagues were here, because I wouldn't hesitate to say this if they were.	N
Anwe neeto put it on the table anget it done, because your task is going to be 20 times harder if we're struggling to get this already fragile economy moving, anwe're not investing in infrastructure--which hasn't been talkeabout here today.	N
We're not investing in, the sort of the basics of our, to break that down, air control system, our rail, or transit, all these things that matter in getting products to the marketplace.	N
The other thing I want to straighten out is, I'm kinof tireof hearing about the odorous tax rates that corporations are paying in America, when in fact they don't pay those rates.	N
The effective tax rate in the UniteStates among OECD countries--about 30 nations--is about 14 to 18--midway to less than midway.	N
AnI think people, you know, I mean, you know, John Adams said, ``Facts are stubborn things.''	N
Ana lot of folks arounhere in Washington keep making them up, or sticking with their own facts.	N
Now, as I saiearlier, there are a lot of issues that fall before this committee, anthere are a lot of things--I wear the hat as the Chair of the Communications Technology Subcommittee, anwe are working on privacy, anthe whole information management issue, anthere's a lot to talk to you about on that.	N
Fishing in New Englanas a whole, from Maine all the way down through New York, is an old-time, long-standing way of making a living, anit's a huge part of our culture anhistory, anour tourism, anit's a big thing.	N
We have two of the largest ports in the Nation for the landing of fish, in Gloucester anin New Bedford.	N
Anso, but, the relationship--under the Bush administration there were some excesses in terms of the regulatory process that are still not yet rectifiecompletely.	N
Anthey've moved, anmade a number of different steps to try to builthe relationship anconfidence of our fishermen.	N
So, number one, I want to ask you, will you commit to coming up to our state, spena day, half a day, whatever you can with us, to meet with our fishermen, bring people together, anlisten to them, anhelp us work through--I think one of the best things we can do--Congressman Frank, Congressman Tierney, others, have proposethis also--that we create a task force that looks at the way in which regulations have been applied, ansee if we can't fina better, more simple, more understandable, easier way of regulating the fisheries so that the fishermen have confidence that the decisions are being baseon science, ancommon sense at the same time?	N
I know you've got a lot of things to, you know, when you get sworn in, and, to get going on.	N
The seconthing is, woulyou be willing to establish, I guess under your own aegis, if you were to undertake to put together this task force--not just come anvisit, but investigate both the economic anregulatory issues.	N
One of the problems we've hais, the Governor submitteimportant data to the Secretary, anthere are some difficulties in the regulatory interpretation.	N
Maybe it doesn't, the law doesn't always make sense, as you know from law school anfrom practice.	N
And, I'just like to get a commitment from you that we can really work to continue the process that Secretary Locke put in place, anmake progress.	N
Because we have the vote on, I neeto get there annot keep the vote from being--the vote clock has expired, so I have to magically get there with no time left ancast my vote.	N
So, you are, Secretary-designates anUnder Secretary- designates, you are saveby the votes here in the U.S. Senate.	N
The Senate Committee on Commerce, Science, anTransportation will come to order, anI'like to thank our witness for being here, Mr. Huerta, who is the nominee to be the FAA Administrator anour colleague from the Committee Senator Boxer.	N
I'm presiding at the request of the chairman of the full Committee, who is here, anI'm going to go aheaanmake an opening statement.	N
Madam Chairman, may I ask a point--make a point of personal privilege, a request to my friends?	N
I'm in the middle of literally 24-7 negotiations on the highway bill anit's going well, anI'm due to meet with Chairman Mica.	N
Do you minif I just gave one ana half minutes of praise for this wonderful man anthen charge out the door?	N
Well, it's going to turn to you anSenator Rockefeller momentarily to resolve the last few issues.	N
So I will ask unanimous consent to place my entire statement into the recorat this time anI will summarize.	N
I'm so pleasewith the nomination of Mr. Michael Huerta to be Administrator of the FAA, anI want to congratulate Michael anhis family.	N
So this is a testegentleman, anthe leadership roles he playeat the Port of San Francisco, at the Salt Lake City Olympics, as chief of staff for the Secretary of Transportation under the Clinton Administration, will serve him well.	D
So in closing, I want to just note anpay tribute to a number of families, family members of victims of the tragic crash of Flight 3407 near Buffalo in 2010.	N
They're here in the audience today, anthey're here to reminus all of what is at stake when it comes to the neefor adequate safety regulations.	D
I know Mr. Huerta carries that responsibility very close to his heart, anI believe his breadth of experience anleadership make him an excellent choice to fill the role of Administrator at the FAA.	D
I want to thank my friends on the Committee, all of you, for this opportunity, anI look forwarto a swift confirmation.	N
Certainly NextGen is the biggest thing on your plate anwe all are going to want to know what the setbacks are anhow you're going to proceeforward.	N
Number one is the U.S. Office of Special Counsel wrote to Congress raising concerns about ongoing safety lapses at the FAA, some of which we certainly have reaabout in the newspapers with the air traffic controllers.	N
The counsel strongly recommendethat more rigorous oversight measures be put in place at the Department anthe FAA.	N
Second, the current Federal budget realities require every agency to have cost-cutting measures, anI will want to hear what you're doing in that regard.	N
So with that, let me say that I think you have steppein at a big time at the FAA anyou have kept the trains running on time, so I will look forwarto hearing your testimony anthen asking you a few questions.	N
Again, Mr. Huerta, thank you for your willingness to serve anthank you for your testimony this morning.	N
There are several rulemakings that are requireunder the FAA Extension Act of 2010 ansome of those rulemakings for new flight anduty time rules have been completeanothers haven't.	N
In the hearings that we hain the aftermath of the Colgan 3407 flight, one of the issues identifiewas the shortcoming of pilot training anco-pilot training.	N
That was one of the issues in the Colgan Air case, the amount of time in commuting, pilots showing up after long distance travel.	N
What else can we do to address some of these issues, given that, obviously, we want to implement the right rules, but 2013 is a long time.	N
Well, let me start with the Office of Special Counsel analso the relatively large number, according to the Special Counsel, of whistleblowers at the FAA.	N
What oversight measures are you putting in place in response to that report, or what measures are you taking to assure that there is some way to assure that an air traffic controller isn't taking a nap on the job or leaving the tower?	N
Mr. Huerta, one of the things that you reaabout anhear about are how difficult it is to discipline anfire if necessary a Federal employee because there are so many requirements anit's a bureaucratic tough situation.	N
All of us have--well, not all of us, but I've certainly been in a Federal agency myself anI know there are a lot of rules ansometimes it's been difficult even if someone was not doing their job anhaall the requirements.	N
essential personnel, like an air traffic controller or a mechanic, have you hatrouble with the bureaucratic constraints or union activity that woulkeep you from taking an action that you felt is necessary to assure that a person not doing the job is not able to stay on the job?	N
I do have another quick question, anthat is what steps are you taking to live within the lower budgets that we're going to have across the boaruntil we get the deficits down anthe debt under control?	N
What measures are you taking that woulsuggest that you couldo things more efficiently anthat you're doing the part for your agency?	N
Thank you, anI just want to go over the order of members because people have come in anout of the hearing room.	N
We'll next call on Senator Thune, who's the ranking member on the Subcommittee, followeby Senator Begich, if Senator Boxer reappears, then Senator Lautenberg, then my other colleagues.	N
I want to thank you anthe Ranking Member for holding the confirmation hearing today, anMr. Huerta for appearing before the Committee as the nominee to be the next Administrator of the FAA.	N
I think we have to acknowledge that FAA operates the largest ansafest air space system in the world.	N
As we know, since the mid-1990s the commercial air carrier accident rate has fallen by nearly 80 percent.	N
Achieving that low of a U.S. air carrier accident rate while transporting almost 800 million passengers per year is no simple feat.	N
But, having saithat, even with the high rate of safety, improvements can be made, anlast month's letter from the Office of Special Counsel, which cite178 FAA disclosures, of which 97 were safety-related, is a startling reminder that safety's got to be a top priority.	N
The agency faces several other future challenges, including reducing regulatory burdens, streamlining its operations, maintaining professionalism in its work force, animplementing the recently enacteFAA Modernization anReform Act.	N
So I appreciate, Mr. Huerta, hearing from you about your ideas on how to address those many challenges.	N
We have a bill, Senate bill 1956, the European Union Emissions Trading Scheme Prohibition Act that Senator McCaskill anI anothers have introduced, which gives the Secretary of Transportation the authority to take the necessary steps to ensure America's aviation operators are not penalizeby any system unilaterally imposeby the EU.	N
We haa hearing about this recently in front of this committee anI'm wondering what your thoughts are about whether this legislation might help you in your negotiations with the European Union.	N
Wouldn't having a legislative solution give you additional leverage in confronting the Europeans on this issue andealing with it?	N
At the same time, you've got this thing already in effect, essentially, anlots of American air carriers covereby it anin many cases having to pass those costs on.	N
It seems to me at least that the legislation woulat least provide temporary relief from this until such time as you can work through the appropriate forum, if that's ICAO, to get the right resolution in place.	N
So it just seems to me at least that it gives you one more piece of ammunition, one more tool, if you will, in dealing with the EU if you haCongress on the recorangiving our air carriers in this country some relief from what is an unfair violation of international law ansovereignty of the UniteStates.	N
There is a recent IG report that highlightethat the FAA has not yet establishetotal program cost, schedule, or performance baseline for all of the six NextGen transformational programs.	N
When does the agency plan to do this, since without baselining we will not have complete information about when these programs will be completed, what they will deliver, anhow much they're going to cost the American taxpayer?	N
The other three of the six that you saithat have not--that are not baselined, when do you expect?	N
As you know, the general aviation community from my State anSenator Thune's, others, it's very important, the rural aspect of it.	N
Our concern is, anas you know, FAA is ultimately responsible for certifying the type of gas that goes into aviation or into airplanes.	N
We are--I want to make it very clear that we are hopeful that there are no moves by EPA or FAA to phaseout avgas until there is truly an appropriate aneconomical drop-in substitute fuel.	N
When we convertea much higher level of leadegas to unleaded, which was our vehicles, it took many, many, many years to do that.	N
I'm worriethat EPA has a different view of life here, that they can flip the switch anmake it all magic.	N
I'm glathat you have made the statement you just said, because I think you understanthe FAA component of this anthe aviation component of this.	N
Will you keep us, at least our office, informeif there are some milestones occurring that we neeto be aware of, because I guarantee you we'll hear very quickly in Alaska anwe want to make sure we're on top of this issue.	N
The administration in the 2013 budget hathe $100 user fee on GA, general aviation users.	N
It's going to create another bureaucracy within FAA, anthe reality is we already have a system that general aviation supports analways works with FAA on.	N
I know it's a budget issue anI'm sure OMB has their views on it, but from a practical implication of how you implement it, it seems like it's creating another system that we don't neewhen we have a user fee tax that people have been accustometo anhave been supportive in the past of adjusting when necessary.	N
I think the general aviation folks, aviation in general, I think always are happy to--if there is a process anthey know the value comes back to the users in this case, they're always willing to sit down anwork these issues out.	N
